name,count,mean,std,min,p05,p25,p50,p75,p95,max
LST_norm_2025_30m,324656,0.42137423157691956,0.17154312133789062,0.0,0.12549857795238495,0.28423285484313965,0.44762033224105835,0.5520472526550293,0.6734246611595154,1.0
NDVI_norm_2025_30m,323940,0.7634484767913818,0.1337973177433014,0.0,0.5439416170120239,0.6567801237106323,0.7710660099983215,0.869714617729187,0.9702432751655579,1.0
Albedo_norm_2025_30m,324656,0.2047070413827896,0.036861564964056015,0.0,0.15191341936588287,0.1820460706949234,0.20366668701171875,0.22618253529071808,0.25826388597488403,1.0
