name,count,mean,std,min,p05,p25,p50,p75,p95,max
HVI_2026_summer_30m,323931,-0.2871468663215637,0.2946350574493408,-0.9793839454650879,-0.7819116115570068,-0.5072177052497864,-0.28355520963668823,-0.05749678611755371,0.1780773401260376,0.5892375707626343
HRI_2026_summer_30m,323931,0.26993367075920105,0.15087735652923584,-0.5741928815841675,0.006672598421573639,0.1619117110967636,0.2853003740310669,0.3822783827781677,0.49281972646713257,0.9199036359786987
UHEI_2026_summer_30m,323931,1.5457220077514648,0.28688937425613403,0.7456483840942383,1.0622555017471313,1.3311843872070312,1.550837755203247,1.770453929901123,1.990407943725586,2.497335433959961
