year,structural_percentile,structural_threshold,temporal_z_threshold,valid_pixel_count,structural_count,anomalous_count,none_count,structural_only_count,anomalous_only_count,both_count
2026,95.0,46.47414016723633,1.0,324656,16217,32123,282489,10044,25950,6173
