period,year_count,encoding_base,valid_pixel_count,structural_total_flags,anomalous_total_flags,both_total_flags,structural_pixels_ever,anomalous_pixels_ever,both_pixels_ever,packed_value_formula,both_rule
2013_2026,14,100,324656,227094,675719,79970,60149,323136,53789,structural + 100*anomalous,years with both structural and anomalous increment both channels
