year,media_urbana_2026,std_urbana_2026,zsp_count,zsp_mean,zsp_std,zsp_min,zsp_p05,zsp_p25,zsp_p50,zsp_p75,zsp_p95,zsp_max
2026,40.588382720947266,3.864529609680176,324656,-9.625573227367568e-08,1.0,-2.7975642681121826,-1.747711181640625,-0.727928876876831,0.1074434369802475,0.735409140586853,1.5230203866958618,3.602827310562134
