count,albedo_mean,albedo_std,delta_lst_mean,delta_lst_std,pearson_r,slope,intercept
329,0.18285370638486462,0.012914236375571772,9.354581828537682,1.693474408273564,0.4595401216060235,60.26058474404113,-1.664289440829471
