year,media_urbana_2025,std_urbana_2025,zsp_count,zsp_mean,zsp_std,zsp_min,zsp_p05,zsp_p25,zsp_p50,zsp_p75,zsp_p95,zsp_max
2025,38.89494705200195,4.410433292388916,324656,-5.534704428100667e-07,1.0,-2.4563755989074707,-1.7247895002365112,-0.7994577884674072,0.15299931168556213,0.7617496252059937,1.4693115949630737,3.3730623722076416
