row,col,x,y,albedo_mean_1km,ndvi_mean_1km,delta_lst_1km
0,8,684500.0,4937500.0,0.2171241194009781,0.6029208302497864,7.750909328460693
0,9,685500.0,4937500.0,0.2301710247993469,0.4240632951259613,7.632727146148682
0,10,686500.0,4937500.0,0.2034123688936233,0.5383259654045105,7.594545364379883
0,11,687500.0,4937500.0,0.2042737752199173,0.20158667862415314,8.007272720336914
0,12,688500.0,4937500.0,0.2306690961122512,0.3035966753959656,8.863636016845703
0,13,689500.0,4937500.0,0.2147089838981628,0.39769941568374634,9.40363597869873
0,14,690500.0,4937500.0,0.2047628611326217,0.6054595112800598,8.989090919494629
0,15,691500.0,4937500.0,0.2142215818166732,0.38158705830574036,8.989090919494629
0,16,692500.0,4937500.0,0.2064640671014785,0.5639692544937134,8.881817817687988
0,17,693500.0,4937500.0,0.2348662614822387,0.2896757423877716,8.84000015258789
1,0,676500.0,4936500.0,0.2139431983232498,0.4306490421295166,9.140000343322754
1,1,677500.0,4936500.0,0.2016429305076599,0.5376632809638977,8.84000015258789
1,2,678500.0,4936500.0,0.2090679258108139,0.4300553798675537,9.13454532623291
1,3,679500.0,4936500.0,0.2138029187917709,0.4890401363372803,9.450908660888672
1,4,680500.0,4936500.0,0.1950367838144302,0.4463430345058441,9.014545440673828
1,5,681500.0,4936500.0,0.2179021537303924,0.42535898089408875,9.127272605895996
1,6,682500.0,4936500.0,0.2227697372436523,0.5160972476005554,8.316363334655762
1,7,683500.0,4936500.0,0.2012673765420913,0.6350815296173096,7.292727470397949
1,8,684500.0,4936500.0,0.1959190666675567,0.49587932229042053,7.605454444885254
1,9,685500.0,4936500.0,0.2176839113235473,0.36029577255249023,8.119999885559082
1,10,686500.0,4936500.0,0.2059420198202133,0.5235225558280945,7.821818351745605
1,11,687500.0,4936500.0,0.1911211609840393,0.41886621713638306,7.659999847412109
1,12,688500.0,4936500.0,0.2247655838727951,0.3306629955768585,8.281818389892578
1,13,689500.0,4936500.0,0.233509749174118,0.4745120108127594,8.9909086227417
1,14,690500.0,4936500.0,0.214109256863594,0.4561226963996887,9.029090881347656
1,15,691500.0,4936500.0,0.2124470174312591,0.48665258288383484,8.967272758483887
1,16,692500.0,4936500.0,0.2110868245363235,0.4607762098312378,8.958181381225586
1,17,693500.0,4936500.0,0.2037994265556335,0.4708295464515686,8.838181495666504
2,0,676500.0,4935500.0,0.2113435119390487,0.4495595097541809,9.192727088928224
2,1,677500.0,4935500.0,0.2120430022478103,0.4968632459640503,9.030909538269045
2,2,678500.0,4935500.0,0.2045229524374008,0.47973963618278503,8.374545097351074
2,3,679500.0,4935500.0,0.2164980322122573,0.35202333331108093,8.918181419372559
2,4,680500.0,4935500.0,0.2106495499610901,0.3689105212688446,8.956363677978516
2,5,681500.0,4935500.0,0.2048571705818176,0.33812591433525085,9.100000381469728
2,6,682500.0,4935500.0,0.2123894393444061,0.48187631368637085,8.699999809265137
2,7,683500.0,4935500.0,0.1970964074134826,0.5764278173446655,7.599999904632568
2,8,684500.0,4935500.0,0.2157947123050689,0.4531167149543762,7.1145453453063965
2,9,685500.0,4935500.0,0.1992678344249725,0.45393383502960205,7.538181781768799
2,10,686500.0,4935500.0,0.1923508495092392,0.49242085218429565,7.360000133514404
2,11,687500.0,4935500.0,0.1862448900938034,0.41083040833473206,7.3781819343566895
2,12,688500.0,4935500.0,0.198504164814949,0.5092257261276245,7.850909233093262
2,13,689500.0,4935500.0,0.2155886590480804,0.536231279373169,8.221817970275879
2,14,690500.0,4935500.0,0.2281426638364792,0.3308974504470825,8.552727699279785
2,15,691500.0,4935500.0,0.2260108590126037,0.3969377875328064,9.34181785583496
2,16,692500.0,4935500.0,0.2091972231864929,0.5136663913726807,9.472726821899414
2,17,693500.0,4935500.0,0.2265136986970901,0.35383862257003784,9.192727088928224
3,0,676500.0,4934500.0,0.201795220375061,0.37641414999961853,9.492727279663086
3,1,677500.0,4934500.0,0.2014098912477493,0.5409969091415405,9.06181812286377
3,2,678500.0,4934500.0,0.223743587732315,0.5978711843490601,8.172727584838867
3,3,679500.0,4934500.0,0.2060538381338119,0.4661482572555542,7.838181972503662
3,4,680500.0,4934500.0,0.2083178460597992,0.3420409560203552,8.183636665344238
3,5,681500.0,4934500.0,0.2085340023040771,0.3870407044887543,8.949090957641602
3,6,682500.0,4934500.0,0.2278794795274734,0.2766476273536682,9.04727268218994
3,7,683500.0,4934500.0,0.1902458369731903,0.6600480675697327,7.741817951202393
3,8,684500.0,4934500.0,0.2092145830392837,0.440702348947525,6.91454553604126
3,9,685500.0,4934500.0,0.1774428933858871,0.4653967320919037,7.199999809265137
3,10,686500.0,4934500.0,0.1958405077457428,0.4113304316997528,7.078181743621826
3,11,687500.0,4934500.0,0.1913923621177673,0.4015393853187561,7.361818313598633
3,12,688500.0,4934500.0,0.205513447523117,0.5629516839981079,7.856363773345947
3,13,689500.0,4934500.0,0.2063714563846588,0.6317801475524902,8.109090805053711
3,14,690500.0,4934500.0,0.2201484739780426,0.37930649518966675,8.0600004196167
3,15,691500.0,4934500.0,0.2288831323385238,0.3007328510284424,8.9745454788208
3,16,692500.0,4934500.0,0.2229111343622207,0.3793026804924011,9.59636402130127
3,17,693500.0,4934500.0,0.2149567008018493,0.371493399143219,9.554545402526855
4,0,676500.0,4933500.0,0.2121596485376358,0.4147653579711914,9.021818161010742
