count,albedo_mean,albedo_std,delta_lst_mean,delta_lst_std,pearson_r,slope,intercept
329,0.19312337684051606,0.016341089225400614,7.305134026837567,1.1993509787336367,0.5611431869734401,41.1849920909913,-0.648650720924622
