name,count,mean,std,min,p05,p25,p50,p75,p95,max
LST_norm_2026_30m,324656,0.4370926320552826,0.15624043345451355,0.0,0.16402949392795563,0.32336074113845825,0.4538796842098236,0.5519933104515076,0.6750500202178955,1.0
NDVI_norm_2026_30m,323931,0.724211573600769,0.15882904827594757,0.0,0.4577588438987732,0.5975058078765869,0.7358089685440063,0.8546513915061951,0.9624747633934021,1.0
Albedo_norm_2026_30m,343107,0.16745589673519135,0.035885654389858246,0.0,0.12091224640607834,0.1448897123336792,0.16351555287837982,0.1865520179271698,0.2227521687746048,1.0
