row,col,x,y,albedo_mean_1km,delta_lst_1km
0,8,684500.0,4937500.0,0.19736012816429138,11.108333587646484
0,9,685500.0,4937500.0,0.19197732210159302,10.65999984741211
0,10,686500.0,4937500.0,0.1898934543132782,10.3100004196167
0,11,687500.0,4937500.0,0.17830149829387665,10.209242820739746
0,12,688500.0,4937500.0,0.18074464797973633,11.426666259765625
0,13,689500.0,4937500.0,0.18214116990566254,11.925000190734863
0,14,690500.0,4937500.0,0.2021552175283432,11.630000114440918
0,15,691500.0,4937500.0,0.18992677330970764,11.243332862854004
0,16,692500.0,4937500.0,0.18364830315113068,11.271666526794434
0,17,693500.0,4937500.0,0.2015012502670288,11.458333015441895
1,0,676500.0,4936500.0,0.2117975950241089,11.488333702087402
1,1,677500.0,4936500.0,0.18934716284275055,11.498332977294922
1,2,678500.0,4936500.0,0.19306667149066925,11.600000381469727
1,3,679500.0,4936500.0,0.19514107704162598,11.524999618530273
1,4,680500.0,4936500.0,0.18464791774749756,10.926666259765625
1,5,681500.0,4936500.0,0.1983754187822342,11.646666526794434
1,6,682500.0,4936500.0,0.21792055666446686,11.069999694824219
1,7,683500.0,4936500.0,0.19586078822612762,10.686666488647461
1,8,684500.0,4936500.0,0.18466433882713318,10.494999885559082
1,9,685500.0,4936500.0,0.19610810279846191,10.5
1,10,686500.0,4936500.0,0.18898341059684753,10.491666793823242
1,11,687500.0,4936500.0,0.18332286179065704,9.994999885559082
1,12,688500.0,4936500.0,0.19918526709079742,11.664999961853027
1,13,689500.0,4936500.0,0.1990230679512024,11.981666564941406
1,14,690500.0,4936500.0,0.19247758388519287,12.066666603088379
1,15,691500.0,4936500.0,0.19142557680606842,11.706666946411133
1,16,692500.0,4936500.0,0.19273142516613007,11.273333549499512
1,17,693500.0,4936500.0,0.19030354917049408,11.140000343322754
2,0,676500.0,4935500.0,0.19853495061397552,11.3149995803833
2,1,677500.0,4935500.0,0.19807404279708862,11.484999656677246
2,2,678500.0,4935500.0,0.20856843888759613,11.708333015441895
2,3,679500.0,4935500.0,0.19566768407821655,11.858333587646484
2,4,680500.0,4935500.0,0.18495531380176544,11.484999656677246
2,5,681500.0,4935500.0,0.18677456676959991,11.731666564941406
2,6,682500.0,4935500.0,0.20686392486095428,12.295000076293945
2,7,683500.0,4935500.0,0.19838885962963104,10.966666221618652
2,8,684500.0,4935500.0,0.20699957013130188,10.3100004196167
2,9,685500.0,4935500.0,0.18908356130123138,10.418333053588867
2,10,686500.0,4935500.0,0.180901437997818,10.420000076293945
2,11,687500.0,4935500.0,0.17210081219673157,10.25
2,12,688500.0,4935500.0,0.19043569266796112,11.09000015258789
2,13,689500.0,4935500.0,0.19484753906726837,11.90999984741211
2,14,690500.0,4935500.0,0.19728407263755798,11.993332862854004
2,15,691500.0,4935500.0,0.1984948217868805,12.079999923706055
2,16,692500.0,4935500.0,0.1968499720096588,11.625
2,17,693500.0,4935500.0,0.19571907818317413,11.345000267028809
3,0,676500.0,4934500.0,0.18751652538776398,11.513333320617676
3,1,677500.0,4934500.0,0.19298043847084045,11.543333053588867
3,2,678500.0,4934500.0,0.20144593715667725,11.630000114440918
3,3,679500.0,4934500.0,0.20154902338981628,11.203332901000977
3,4,680500.0,4934500.0,0.19548399746418,11.506667137145996
3,5,681500.0,4934500.0,0.1966913789510727,11.960000038146973
3,6,682500.0,4934500.0,0.20304614305496216,11.953332901000977
3,7,683500.0,4934500.0,0.18480120599269867,10.609999656677246
3,8,684500.0,4934500.0,0.18396346271038055,9.648333549499512
3,9,685500.0,4934500.0,0.16742581129074097,9.611666679382324
3,10,686500.0,4934500.0,0.17688025534152985,10.143333435058594
3,11,687500.0,4934500.0,0.17352567613124847,10.845000267028809
3,12,688500.0,4934500.0,0.1938704550266266,11.328332901000977
3,13,689500.0,4934500.0,0.19191983342170715,12.005000114440918
3,14,690500.0,4934500.0,0.196507066488266,11.976666450500488
3,15,691500.0,4934500.0,0.1964985877275467,11.713333129882812
3,16,692500.0,4934500.0,0.19912761449813843,11.635000228881836
3,17,693500.0,4934500.0,0.19319289922714233,11.393333435058594
4,0,676500.0,4933500.0,0.19579944014549255,11.013333320617676
4,1,677500.0,4933500.0,0.19202278554439545,11.28166675567627
4,2,678500.0,4933500.0,0.19556312263011932,10.895000457763672
4,3,679500.0,4933500.0,0.20640762150287628,10.53166675567627
4,4,680500.0,4933500.0,0.19591593742370605,10.526666641235352
4,5,681500.0,4933500.0,0.1997120976448059,10.511666297912598
4,6,682500.0,4933500.0,0.19588686525821686,10.833333015441895
4,7,683500.0,4933500.0,0.1809546947479248,10.739999771118164
4,8,684500.0,4933500.0,0.17207543551921844,9.87833309173584
4,9,685500.0,4933500.0,0.16823452711105347,9.46500015258789
4,10,686500.0,4933500.0,0.1688534915447235,9.726666450500488
4,11,687500.0,4933500.0,0.16506090760231018,10.558333396911621
4,12,688500.0,4933500.0,0.1798647791147232,11.481666564941406
4,13,689500.0,4933500.0,0.19078971445560455,11.728333473205566
4,14,690500.0,4933500.0,0.20007172226905823,11.743332862854004
4,15,691500.0,4933500.0,0.19880454242229462,11.556666374206543
4,16,692500.0,4933500.0,0.18603147566318512,11.220000267028809
4,17,693500.0,4933500.0,0.1921006143093109,11.135000228881836
5,0,676500.0,4932500.0,0.1964629888534546,11.678333282470703
5,1,677500.0,4932500.0,0.20665764808654785,11.475000381469727
5,2,678500.0,4932500.0,0.19352810084819794,11.036666870117188
5,3,679500.0,4932500.0,0.20038975775241852,10.670000076293945
5,4,680500.0,4932500.0,0.17235267162322998,10.661666870117188
5,5,681500.0,4932500.0,0.17322349548339844,9.928333282470703
5,6,682500.0,4932500.0,0.17859065532684326,9.773333549499512
5,7,683500.0,4932500.0,0.17874938249588013,9.701666831970215
5,8,684500.0,4932500.0,0.170255646109581,9.381667137145996
5,9,685500.0,4932500.0,0.17009712755680084,9.048333168029785
5,10,686500.0,4932500.0,0.1721866875886917,8.958333015441895
5,11,687500.0,4932500.0,0.1692059338092804,10.173333168029785
5,12,688500.0,4932500.0,0.18377844989299774,11.053333282470703
5,13,689500.0,4932500.0,0.1936192363500595,11.818333625793457
5,14,690500.0,4932500.0,0.19019092619419098,11.670000076293945
